PALABRA;CALIFICACION
cinico;-1,0000
alcoholicas;1,0000
penalizan;-1,0000
seguiran;-1,0000
picaresca;-1,0000
desaparecer;-1,0000
veniales;1,0000
juveniles;1,0000
consejera;,0000
nombramientos;,0000
sanos;1,0000
muerta;-1,0000
nulas;1,0000
magenta;1,0000
vagando;1,0000
tim;,0000
presentables;1,0000
modifican;,0000
sabido;,0000
rollo;,0000
lucraron;1,0000
gustarme;1,0000
remover;1,0000
catastrofica;1,0000
forestales;-1,0000
innovacion;1,0000
intenciones;,0000
embarcacion;-1,0000
solitario;,0000
interesara;1,0000
felicitarla;1,0000
cal;1,0000
expone;-1,0000
vestidos;,0000
cizana;1,0000
agresiones;-1,0000
asesine;1,0000
prescripcion;,0000
retrasase;1,0000
parques;,0000
inclusiva;,0000
piropean;1,0000
grabando;1,0000
asesinaron;,0000
existimos;,0000
insensibles;1,0000
torturado;1,0000
gasolinera;,0000
otorga;,0000
acercarles;1,0000
dificultad;-1,0000
transcurra;1,0000
juraba;1,0000
lavar;,0000
chales;1,0000
guerrilla;-1,0000
pauperrimo;1,0000
preferente;,0000
renuncie;-1,0000
completamente;,0000
permitidos;,0000
fumo;,0000
brutalmente;1,0000
agredidos;-1,0000
rematado;,0000
capaces;,0000
descongelara;1,0000
agasaja;,0000
borrico;1,0000
degollado;1,0000
imparcial;,0000
maravillosos;1,0000
residentes;,0000
delega;1,0000
plasmar;1,0000
escorial;,0000
recibas;1,0000
genes;,0000
asomo;1,0000
exquisitez;1,0000
descansan;,0000
escribirle;1,0000
curiosamente;,0000
ajustados;1,0000
documenta;,0000
valor;1,0000
barroco;1,0000
increpadas;1,0000
funciones;,0000
asaltos;,0000
verlos;,0000
hicisteis;,0000
capilla;,0000
fatuas;1,0000
grabaste;1,0000
evasiones;1,0000
informativamente;1,0000
atlant;1,0000
dificulta;-1,0000
fijando;,0000
actitudes;,0000
impresionadas;1,0000
ingobernables;1,0000
do;,0000
recogiendo;,0000
patrono;1,0000
movamos;1,0000
agravamiento;1,0000
grotesco;-1,0000
jugaron;1,0000
argumenta;-1,0000
trama;-1,0000
concedido;,0000
escala;,0000
envejecer;1,0000
poderosos;,0000
justificando;1,0000
copia;,0000
academica;-1,0000
utilicen;-1,0000
culpando;-1,0000
mirandome;1,0000
festividad;1,0000
lanzarlo;1,0000
molestia;-1,0000
grupo;,0000
gorrones;1,0000
pataleta;,0000
presentan;,0000
municipalista;,0000
absolutistas;,0000
encargada;1,0000
ruborizada;1,0000
reclamaciones;,0000
centraran;1,0000
incorporara;,0000
expresamos;1,0000
deterioradas;1,0000
hace;,0000
pagaran;-1,0000
arquitect;1,0000
higienico;1,0000
terminar;,0000
incidente;,0000
pipos;1,0000
patrocinados;,0000
enganche;1,0000
sumando;1,0000
escolar;-1,0000
familiar;,0000
juzgue;-1,0000
procedencia;,0000
rezo;-1,0000
ridiculizar;1,0000
salida;,0000
pararlo;1,0000
sagrados;,0000
trabajarla;1,0000
camiseta;,0000
eliminatoria;,0000
abuelos;-1,0000
emitieron;,0000
madurar;1,0000
rasga;1,0000
explicitamente;1,0000
inclinara;-1,0000
levantaste;1,0000
abstemio;1,0000
pitada;1,0000
cliente;-1,0000
estallan;1,0000
peros;,0000
enmiendas;,0000
molestar;-1,0000
botella;,0000
amistades;1,0000
encantas;1,0000
logramos;1,0000
segundon;,0000
rebotes;1,0000
mutilados;,0000
extranado;,0000
continuacion;-1,0000
salvan;1,0000
guiara;1,0000
duradera;1,0000
leado;1,0000
intrusos;-1,0000
subastado;1,0000
pesca;,0000
griso;-1,0000
rec;-1,0000
precipitan;,0000
existido;,0000
inicio;,0000
tome;,0000
iluminan;1,0000
bosque;,0000
estimulos;,0000
dispuesto;,0000
prepararme;1,0000
domingo;,0000
bosques;-1,0000
sufragio;1,0000
saludando;1,0000
supervivencia;,0000
particulares;,0000
dia;1,0000
deficit;-1,0000
concluido;,0000
marque;,0000
rando;1,0000
deco;,0000
estallido;-1,0000
interesen;1,0000
levantas;1,0000
calentamos;1,0000
sicarios;-1,0000
monarca;1,0000
maton;1,0000
manipularon;1,0000
nerviosa;-1,0000
envolviendose;1,0000
abonando;1,0000
abona;1,0000
calcula;,0000
enchufar;1,0000
bellacos;1,0000
puedan;,0000
pinchazos;1,0000
organizada;,0000
reconstruir;-1,0000
bilateral;,0000
podian;-1,0000
redobla;,0000
encantada;1,0000
supero;1,0000
trasladen;1,0000
ilegitimos;1,0000
amoral;1,0000
cuadran;,0000
ligera;1,0000
ramos;,0000
guitarrista;,0000
ampliamos;,0000
enferma;,0000
producidos;1,0000
sabes;1,0000
democrata;,0000
aconsejan;1,0000
enfermo;-1,0000
beneficio;1,0000
reciclar;1,0000
emocionando;1,0000
expectativas;,0000
especulacion;-1,0000
insinua;,0000
correcta;,0000
heredadas;1,0000
recorde;1,0000
maleta;,0000
cambien;,0000
ignoran;-1,0000
estremecida;1,0000
conair;1,0000
alimentos;,0000
cabeceras;1,0000
encontraran;1,0000
detras;,0000
origen;-1,0000
pensados;,0000
minorias;-1,0000
trueque;1,0000
merce;1,0000
ahorran;,0000
patean;1,0000
inspirada;1,0000
dude;-1,0000
cerdos;,0000
sembrar;-1,0000
controlada;1,0000
identifica;-1,0000
gemelo;-1,0000
moldeable;1,0000
blanquito;,0000
soldados;,0000
globalmente;1,0000
intentaremos;,0000
vendaval;1,0000
pecan;1,0000
ironica;1,0000
perezoso;1,0000
finanzas;,0000
institucional;,0000
cubre;-1,0000
incompatibilidades;,0000
acumulada;1,0000
mediana;1,0000
inventarse;1,0000
animada;1,0000
usad;,0000
enriquecido;1,0000
declaro;,0000
fibras;-1,0000
financiado;,0000
guasas;1,0000
harta;-1,0000
sol;,0000
empresarios;,0000
empresariales;,0000
proponga;,0000
cubierta;,0000
turco;,0000
carisma;1,0000
sentados;,0000
llevo;,0000
trias;,0000
preparados;1,0000
mejorar;1,0000
hondo;,0000
recorta;,0000
conocimos;1,0000
chin;,0000
anunciaremos;,0000
temazo;1,0000
defienda;,0000
orden;,0000
trompas;1,0000
rayada;1,0000
angela;,0000
opinamos;-1,0000
austeridad;-1,0000
activar;,0000
debieron;1,0000
ministrable;,0000
incompetente;-1,0000
analisis;,0000
inauguro;,0000
declararon;,0000
limitrofes;1,0000
ocultan;-1,0000
desconocidas;1,0000
preparan;,0000
astenia;1,0000
leones;,0000
acoger;1,0000
ayudarles;1,0000
naufraga;1,0000
desisto;,0000
parecemos;,0000
pequenitos;1,0000
nevaba;1,0000
reportero;-1,0000
restaurarme;1,0000
bajaremos;-1,0000
iraa;1,0000
sobrevalorados;1,0000
gusten;1,0000
anticipar;,0000
frees;1,0000
cuerdo;1,0000
poniendonos;1,0000
antitesis;,0000
solteras;,0000
feliz;1,0000
sorprendente;,0000
adoctrinadores;1,0000
acabo;,0000
ascendente;1,0000
abronca;1,0000
supuesto;,0000
sufrieron;1,0000
sucediendo;1,0000
provocaciones;-1,0000
ejecutivo;,0000
pendulo;-1,0000
sabios;1,0000
naranjas;1,0000
descarte;1,0000
puritanos;1,0000
felicitaban;1,0000
asumen;-1,0000
entere;1,0000
tibia;,0000
aclamado;1,0000
placas;,0000
sepulcral;-1,0000
anadir;,0000
charlado;1,0000
descontentos;1,0000
apasionarse;1,0000
plantado;1,0000
relajo;1,0000
hechizos;1,0000
pescar;-1,0000
rentables;1,0000
glorias;,0000
vender;,0000
diversificar;1,0000
moco;,0000
triunfando;1,0000
distantes;1,0000
amnistiar;1,0000
lamentando;-1,0000
dijo;,0000
retorcidas;1,0000
entrenan;1,0000
disimula;1,0000
confundo;1,0000
conductas;,0000
destinado;,0000
lana;1,0000
european;,0000
acojone;1,0000
termino;,0000
coja;,0000
socialismo;,0000
bueno;1,0000
camarote;,0000
brazos;,0000
apetito;1,0000
puritanismo;1,0000
oculto;-1,0000
margina;1,0000
adivinanzas;1,0000
esparcido;1,0000
conforma;,0000
contradiccion;-1,0000
obligatoria;,0000
relatan;1,0000
nociva;-1,0000
labios;-1,0000
dije;,0000
rubiales;1,0000
inasistencia;1,0000
botin;-1,0000
toleraran;1,0000
acercara;,0000
rostros;,0000
cruzar;,0000
viniese;1,0000
venirse;1,0000
escapar;-1,0000
bajarselos;1,0000
bromeando;1,0000
alegro;1,0000
vivo;1,0000
extendido;1,0000
deteriorado;-1,0000
rompa;-1,0000
mentalidades;1,0000
batas;1,0000
reducirse;,0000
ferrocarril;1,0000
retractarse;1,0000
enfadada;-1,0000
aburrid;1,0000
anormales;1,0000
tornados;,0000
vehemente;,0000
compatibles;1,0000
fanaticos;-1,0000
realizaran;1,0000
bolas;,0000
portugues;,0000
magistral;,0000
basan;1,0000
pusieron;,0000
eliminado;1,0000
bebe;,0000
militante;,0000
significan;1,0000
dones;1,0000
listos;1,0000
vila;,0000
enfurecido;1,0000
liberarse;1,0000
gobernacion;-1,0000
destituir;,0000
unico;,0000
lectores;,0000
contagiosas;1,0000
bendiciones;1,0000
desayunas;1,0000
encargaban;1,0000
abonados;1,0000
degradar;1,0000
insensibilidad;-1,0000
continued;1,0000
buscandose;1,0000
patos;,0000
sutil;1,0000
mama;1,0000
descarga;,0000
conejo;,0000
invitad;1,0000
basandose;,0000
bienvenid;,0000
autenticos;1,0000
victimismos;1,0000
cama;,0000
costaron;1,0000
ensayan;1,0000
evalua;1,0000
cabreado;-1,0000
grunan;1,0000
dine;1,0000
asiatico;,0000
pinchado;,0000
perdemos;,0000
intervencionismo;-1,0000
endeudamiento;,0000
alargar;-1,0000
madurez;1,0000
odiados;1,0000
tremendo;,0000
prometo;1,0000
racionalizara;,0000
transgrediendo;1,0000
perdonaran;1,0000
refugian;1,0000
saquen;-1,0000
regulad;1,0000
indiferencia;-1,0000
numerico;1,0000
diplomatico;,0000
facilitando;1,0000
reunirme;,0000
pose;-1,0000
convalidado;1,0000
capitulo;,0000
subrayen;1,0000
ocultaciones;1,0000
recordando;,0000
abroncando;1,0000
conviccion;1,0000
entendernos;,0000
gigantesca;1,0000
secas;,0000
agrio;1,0000
suspendidas;1,0000
secuestradores;,0000
postraban;1,0000
fea;-1,0000
sintomas;,0000
beso;1,0000
magia;1,0000
reactiva;,0000
condenan;-1,0000
afirmando;1,0000
acordar;1,0000
disenaba;-1,0000
llevadero;1,0000
derribo;1,0000
convertirla;1,0000
viajando;-1,0000
cuotas;-1,0000
conjuntada;1,0000
pesimismo;,0000
despierta;,0000
occidental;,0000
discapacitadas;1,0000
punto;,0000
idiomas;1,0000
activo;1,0000
sotanas;1,0000
vislumbran;1,0000
eliminarlas;1,0000
falsificacion;-1,0000
fantasmal;1,0000
envidie;1,0000
pensadas;1,0000
facultades;,0000
lucro;,0000
destacados;1,0000
amargaron;1,0000
valorado;1,0000
viviera;1,0000
permit;1,0000
lejano;,0000
obviedad;-1,0000
aburrida;,0000
destacadas;1,0000
pata;-1,0000
comprando;-1,0000
bienvenida;1,0000
desearle;1,0000
deteriora;-1,0000
desatan;,0000
instrumento;,0000
humildad;1,0000
retratado;1,0000
firmaras;1,0000
pana;-1,0000
improvisa;,0000
descansamos;1,0000
instruye;,0000
platea;1,0000
entrevistaron;1,0000
fortalecer;,0000
invierte;,0000
pued;1,0000
elegantemente;1,0000
oficialmente;,0000
colaborara;1,0000
investigara;,0000
directivo;,0000
interminables;1,0000
area;,0000
fotografiando;1,0000
diferencia;,0000
neto;1,0000
futuro;,0000
obligados;,0000
organizadora;1,0000
partidarios;,0000
decoro;1,0000
preciosidad;,0000
perecedero;1,0000
despenarse;1,0000
dado;,0000
merece;1,0000
escalofriante;-1,0000
forzo;-1,0000
contrincante;-1,0000
estallado;,0000
conllevara;1,0000
tru;1,0000
asedian;,0000
registran;,0000
traslado;,0000
confesara;1,0000
paz;1,0000
femeninas;,0000
heterodoxo;-1,0000
culpe;1,0000
subordinar;1,0000
perdisteis;1,0000
predomina;1,0000
difama;-1,0000
ayudados;1,0000
desgastarse;1,0000
tambalea;-1,0000
infantil;,0000
alarmen;1,0000
delegar;1,0000
actuacion;,0000
inutiles;-1,0000
sensacional;1,0000
despido;,0000
parase;1,0000
desata;-1,0000
justificado;,0000
sustento;1,0000
afectara;,0000
cabemos;,0000
rutinaria;,0000
sanearse;,0000
exclusivos;1,0000
plantearse;,0000
contribuyo;1,0000
norteamericana;1,0000
derroches;,0000
prender;1,0000
vecino;,0000
civiles;,0000
retratando;1,0000
bombona;,0000
contestado;,0000
arroje;1,0000
chupado;1,0000
distritos;,0000
bocado;-1,0000
hojas;,0000
empantana;1,0000
honestidad;1,0000
inspiradores;1,0000
permitirselo;1,0000
comprometen;1,0000
incorporados;-1,0000
vez;,0000
panorama;,0000
gusto;1,0000
estupidas;1,0000
modelos;1,0000
olvidando;,0000
dialogando;,0000
retomamos;1,0000
tapas;1,0000
peligros;,0000
equitativa;,0000
medica;,0000
asesorar;,0000
largos;,0000
curacion;1,0000
demandas;,0000
inexistente;-1,0000
decidieron;1,0000
unete;1,0000
negociadora;1,0000
exitosa;1,0000
declarara;,0000
apoyandome;1,0000
disputan;1,0000
amasar;1,0000
reaccionando;1,0000
desalojando;1,0000
amargan;1,0000
oceano;,0000
reemplazado;1,0000
arropar;1,0000
sublevados;1,0000
liberen;1,0000
entretiene;1,0000
apertura;,0000
audiencias;,0000
loco;,0000
provocan;-1,0000
reconocimientos;1,0000
confundamos;,0000
calificacion;,0000
prepotente;,0000
ahorcado;1,0000
monedas;,0000
capos;1,0000
buscado;,0000
senorito;-1,0000
predisposicion;1,0000
toure;,0000
llanos;1,0000
quiebra;-1,0000
gusano;1,0000
permite;,0000
financian;1,0000
permanentes;-1,0000
relacionarla;1,0000
sorprendida;,0000
contribucion;1,0000
constructivas;1,0000
continuaran;1,0000
disparo;-1,0000
quedaban;1,0000
acantilados;1,0000
tardar;-1,0000
territoriales;,0000
atronando;1,0000
serio;,0000
madrileno;,0000
iluminacion;,0000
alza;,0000
lectura;,0000
materia;,0000
comparar;-1,0000
despreciar;-1,0000
permitir;,0000
burlaban;,0000
costumbre;,0000
lanze;1,0000
barbara;,0000
bailen;1,0000
vil;-1,0000
mareas;-1,0000
bota;,0000
desangrando;1,0000
deserta;-1,0000
afines;,0000
recortar;,0000
vicepresidentas;1,0000
llamados;,0000
embargar;,0000
quimicas;1,0000
indiscretos;,0000
desglosa;,0000
endurecimiento;,0000
perdieran;1,0000
ridiculos;-1,0000
transformismo;1,0000
construidos;1,0000
prepare;,0000
significativa;,0000
atribuirse;1,0000
programadores;1,0000
profesional;1,0000
problemaes;1,0000
privatizan;,0000
ahorro;,0000
apuesta;,0000
aragones;,0000
barrera;-1,0000
vibora;,0000
enchufado;1,0000
lacra;,0000
rompen;-1,0000
presidentes;,0000
acercan;,0000
entrevistaremos;,0000
seminario;,0000
despejar;1,0000
detectar;,0000
explicaba;,0000
humor;1,0000
inhumano;1,0000
lindas;1,0000
cortarse;1,0000
anoche;,0000
organizacion;,0000
detestable;1,0000
desconsideracion;1,0000
tocadas;-1,0000
vencedores;,0000
prolijos;1,0000
cercanos;1,0000
panda;,0000
cien;,0000
heredad;1,0000
par;,0000
calamar;1,0000
precario;-1,0000
niegan;-1,0000
trasera;,0000
funcionarioses;1,0000
tensa;-1,0000
contad;,0000
consejeros;,0000
publica;,0000
disparada;1,0000
salvamos;1,0000
barras;1,0000
llamarla;1,0000
caballeros;1,0000
donas;1,0000
opciones;,0000
comprometerles;1,0000
conquisto;1,0000
conozco;,0000
apuntas;,0000
terminales;1,0000
defraudo;-1,0000
asegurado;1,0000
ingenia;1,0000
despierto;,0000
apostara;1,0000
derriba;1,0000
manaba;1,0000
torera;1,0000
win;1,0000
bandas;-1,0000
rumores;,0000
disentir;1,0000
enfrenta;-1,0000
enfrentar;-1,0000
cambiemos;1,0000
magicas;1,0000
toreando;1,0000
sobra;,0000
ganaba;1,0000
marchado;,0000
fabulosa;1,0000
aprisiona;1,0000
censores;1,0000
recetado;1,0000
lanzaron;1,0000
parado;,0000
bula;1,0000
pescarla;1,0000
persiguieron;-1,0000
companerismo;1,0000
controlaron;1,0000
realize;1,0000
dade;1,0000
dark;1,0000
equitativamente;,0000
humillar;-1,0000
cuestan;-1,0000
alarma;-1,0000
farmaceuticas;1,0000
pierdas;,0000
asesinato;-1,0000
pasarlos;1,0000
excita;1,0000
defenderla;1,0000
valle;,0000
entradas;1,0000
conocimiento;1,0000
volvernos;1,0000
curios;1,0000
coca;,0000
divertidas;1,0000
calabacin;,0000
pruebas;,0000
indignacion;-1,0000
flaco;,0000
besar;1,0000
penas;,0000
apunalado;1,0000
reivindicar;-1,0000
vitales;1,0000
retrasa;-1,0000
acompanados;1,0000
bomba;,0000
influenciar;1,0000
constructivos;1,0000
navidaad;1,0000
paralelamente;-1,0000
tien;-1,0000
renov;1,0000
avisada;1,0000
pescador;1,0000
rendirnos;1,0000
inscribirse;1,0000
materias;-1,0000
penitencia;,0000
duelo;,0000
cuchilladas;-1,0000
funcionando;,0000
revisada;1,0000
anora;1,0000
corte;,0000
chico;1,0000
sacrificarnos;1,0000
incluyo;1,0000
nadar;1,0000
expectante;,0000
gradas;-1,0000
entrenas;1,0000
variados;,0000
secundarias;,0000
furor;,0000
terreno;,0000
agrado;1,0000
separatistas;,0000
sonrisas;1,0000
nefasta;,0000
mueva;-1,0000
montar;,0000
rememorar;1,0000
alimento;1,0000
firm;1,0000
argentino;,0000
ultimos;-1,0000
fernandeza;1,0000
balda;1,0000
fijan;,0000
conocido;1,0000
existencial;1,0000
avise;1,0000
utilizaba;,0000
regalaban;1,0000
orines;1,0000
cachondean;1,0000
coincide;,0000
gemelos;,0000
ignorarlo;1,0000
sucesos;,0000
fiscalias;1,0000
figure;1,0000
alucino;,0000
mendigar;1,0000
basada;1,0000
flexiones;1,0000
adversarios;,0000
dejaremos;,0000
reuniones;,0000
perdio;-1,0000
agredir;-1,0000
morbosos;1,0000
intereso;1,0000
presentados;1,0000
prosa;,0000
pronuncie;,0000
corrompen;1,0000
imaginemos;1,0000
choques;1,0000
colonias;,0000
ajustan;,0000
analizaremos;,0000
principal;,0000
sopa;,0000
permisiva;1,0000
acabaron;,0000
circulaba;-1,0000
desengano;1,0000
repita;,0000
escogido;1,0000
informas;1,0000
complicadas;,0000
comisionado;-1,0000
dirigirlo;,0000
guino;1,0000
ignoro;1,0000
galan;1,0000
aspirar;1,0000
flujo;-1,0000
argumente;1,0000
aportan;1,0000
sintomatico;1,0000
televisa;1,0000
acertaban;1,0000
llora;-1,0000
concluir;,0000
votados;1,0000
practicaran;1,0000
constituyen;,0000
israeli;,0000
repertorio;,0000
pilla;,0000
acatar;,0000
recurrente;1,0000
inviable;-1,0000
bizarra;1,0000
incrementa;,0000
privilegiados;,0000
pedirlos;,0000
sumandose;1,0000
analizan;,0000
festejo;1,0000
haberlo;,0000
desproteccion;1,0000
fair;1,0000
sexualidad;,0000
panteon;1,0000
descalzos;,0000
desestabilizacion;1,0000
administracion;-1,0000
reservas;,0000
capitalista;1,0000
retomaran;1,0000
diarrea;1,0000
anaranjado;1,0000
impregnar;1,0000
palanca;1,0000
caminar;-1,0000
primarios;1,0000
camaraderia;1,0000
tejemanejes;,0000
cargos;,0000
ahonda;1,0000
justas;,0000
prematura;-1,0000
celeste;1,0000
perderlas;1,0000
agendada;1,0000
fichase;1,0000
influido;,0000
roben;-1,0000
imaginamos;1,0000
civilizacion;1,0000
becas;,0000
celoso;-1,0000
cc;,0000
floja;-1,0000
esquinas;-1,0000
espuma;1,0000
pastores;1,0000
pajan;1,0000
enfrentes;1,0000
duplicidades;,0000
actue;,0000
movilizar;-1,0000
presa;,0000
procuro;,0000
sonreir;1,0000
llanes;,0000
explicable;1,0000
mataban;1,0000
uso;,0000
llegando;,0000
virgen;,0000
entrenarse;1,0000
castellano;,0000
nona;1,0000
avance;1,0000
participa;,0000
subito;1,0000
regresan;,0000
recogido;,0000
racionalizar;,0000
instruido;1,0000
orientada;1,0000
aparato;,0000
concertacion;,0000
finura;1,0000
sanciones;,0000
autorizado;,0000
terrorismo;-1,0000
reguladoras;1,0000
forzosas;1,0000
sarpullidos;1,0000
gustaba;1,0000
llevaremos;1,0000
cuanto;,0000
volaremos;1,0000
aplicamos;1,0000
cubierto;,0000
deprimida;1,0000
quedo;,0000
medallas;,0000
estremecedor;-1,0000
eliminara;1,0000
iluminados;1,0000
constituido;,0000
preferido;1,0000
juguete;-1,0000
juntan;1,0000
verle;,0000
inquietud;-1,0000
avenidas;1,0000
ahoga;,0000
desperfectos;1,0000
intencionados;1,0000
disparado;-1,0000
nefastas;-1,0000
redefiniendo;1,0000
ejercido;-1,0000
cochino;1,0000
defienden;,0000
tridimensionales;1,0000
revivir;1,0000
pesadillas;-1,0000
faltos;1,0000
ahorrados;1,0000
muneco;,0000
palmase;1,0000
oler;,0000
jimenez;,0000
aliado;1,0000
muerto;-1,0000
hot;1,0000
insultaba;-1,0000
britanicos;,0000
nombrar;,0000
alimenticios;,0000
com;,0000
ausentarse;1,0000
atestiguan;1,0000
federativa;1,0000
continuamente;,0000
acumuladas;,0000
diarioas;1,0000
preguntan;,0000
etapas;1,0000
fichar;-1,0000
cep;-1,0000
socied;1,0000
aprobaron;,0000
congelan;-1,0000
editara;1,0000
mandamos;,0000
actual;,0000
lineale;1,0000
intima;1,0000
coherentes;1,0000
respete;,0000
financiacion;,0000
escaneamos;1,0000
actualmente;1,0000
dignificados;1,0000
maravilloso;1,0000
brillo;1,0000
reaccionarios;1,0000
llegues;,0000
obras;,0000
torear;1,0000
catequesis;1,0000
rehabilite;1,0000
generan;,0000
preside;,0000
esencia;,0000
represion;-1,0000
suenas;1,0000
toros;,0000
profesora;-1,0000
iniciaron;1,0000
convencer;,0000
silba;1,0000
gestionadas;1,0000
malandrin;1,0000
canela;1,0000
acusarse;1,0000
aereos;,0000
proteina;-1,0000
llamaros;1,0000
explicado;,0000
gobernara;,0000
simbolos;-1,0000
bolardos;1,0000
abuses;1,0000
desafortunado;-1,0000
disco;,0000
matando;-1,0000
rompes;-1,0000
corruptas;,0000
inciso;1,0000
largado;1,0000
recargar;,0000
quitara;-1,0000
promovido;1,0000
internado;,0000
remite;-1,0000
ferocidad;1,0000
incitandome;1,0000
rectores;1,0000
organicos;1,0000
despiadada;-1,0000
reunan;1,0000
derrocar;1,0000
ok;1,0000
escandalo;-1,0000
peces;,0000
cambiarla;1,0000
temporada;,0000
leyo;,0000
experimenta;1,0000
dibujar;1,0000
atracar;1,0000
forrandose;1,0000
partida;,0000
sendos;1,0000
cort;1,0000
discurso;,0000
directo;,0000
encuentre;,0000
nombrandonos;1,0000
marcara;,0000
tomaremos;,0000
popularidad;,0000
imperado;1,0000
politicos;-1,0000
organizando;1,0000
autogolpista;1,0000
alentar;,0000
aplicaran;,0000
sigues;,0000
peleado;1,0000
almacenamiento;,0000
intercambia;1,0000
mala;-1,0000
transmitiendole;1,0000
consultable;1,0000
perseverar;,0000
tendencioso;1,0000
anotarse;,0000
gastarse;-1,0000
sumada;1,0000
jajaja;1,0000
necio;1,0000
meten;,0000
vegetales;1,0000
impulsan;1,0000
investiguen;,0000
consecutivo;,0000
pulmones;1,0000
corrobore;1,0000
calentando;,0000
anadido;,0000
expresarme;1,0000
cerraron;1,0000
lema;,0000
religiosa;,0000
autoritarios;1,0000
continuan;,0000
manipuladas;1,0000
industriales;,0000
verdadera;,0000
coge;,0000
quite;1,0000
documentales;1,0000
brio;1,0000
correr;,0000
incredulidad;,0000
fabulas;1,0000
volverlo;1,0000
territorios;,0000
componenta;1,0000
arrancar;,0000
financiarlas;1,0000
terminado;,0000
agrava;-1,0000
manifiesto;,0000
sindical;-1,0000
cambalaches;1,0000
deprimir;1,0000
bastidas;1,0000
monstruosa;1,0000
hablado;,0000
simultaneo;-1,0000
muchas;,0000
canel;,0000
supuestos;,0000
car;,0000
votasteis;1,0000
balada;1,0000
refinada;1,0000
arriesgo;1,0000
ocasiones;,0000
situo;1,0000
reforme;1,0000
sinceras;1,0000
salva;,0000
marginado;1,0000
empujar;,0000
dramaticos;1,0000
honorarios;,0000
informadas;1,0000
influyo;,0000
derrame;-1,0000
dirigidos;,0000
beneficos;,0000
circunstancia;1,0000
decimas;-1,0000
impugnado;1,0000
odiar;1,0000
reducimos;,0000
